trip,mark,length,weight,year,section,species
1,0,320,340,1998,Johnsrud,RBT
1,0,354,180,1998,Johnsrud,RBT
1,0,240,160,1998,Johnsrud,RBT
1,0,210,165,1998,Johnsrud,RBT
1,0,254,195,1998,Johnsrud,RBT
1,0,196,80,1998,Johnsrud,RBT
1,0,230,140,1998,Johnsrud,RBT
1,0,252,180,1998,Johnsrud,RBT
1,0,152,40,1998,Johnsrud,RBT
1,0,126,30,1998,Johnsrud,RBT
1,0,136,30,1998,Johnsrud,RBT
1,0,188,15,1998,Johnsrud,RBT
1,0,100,15,1998,Johnsrud,RBT
1,0,176,25,1998,Johnsrud,RBT
1,0,87,10,1998,Johnsrud,RBT
1,0,79,10,1998,Johnsrud,RBT
1,0,95,10,1998,Johnsrud,RBT
1,0,314,345,1998,Johnsrud,RBT
1,0,402,550,1998,Johnsrud,RBT
1,0,356,540,1998,Johnsrud,RBT
1,0,348,795,1998,Johnsrud,RBT
1,0,210,125,1998,Johnsrud,RBT
1,0,216,130,1998,Johnsrud,RBT
1,0,254,205,1998,Johnsrud,RBT
1,0,432,640,1998,Johnsrud,RBT
1,0,357,400,1998,Johnsrud,RBT
1,0,354,425,1998,Johnsrud,RBT
1,0,395,600,1998,Johnsrud,RBT
1,0,360,440,1998,Johnsrud,RBT
1,0,312,380,1998,Johnsrud,RBT
1,0,454,160,1998,Johnsrud,RBT
1,0,338,140,1998,Johnsrud,RBT
1,0,222,115,1998,Johnsrud,RBT
1,0,258,190,1998,Johnsrud,RBT
1,0,278,210,1998,Johnsrud,RBT
1,0,276,195,1998,Johnsrud,RBT
1,0,230,125,1998,Johnsrud,RBT
1,0,222,120,1998,Johnsrud,RBT
1,0,232,135,1998,Johnsrud,RBT
1,0,208,95,1998,Johnsrud,RBT
1,0,192,80,1998,Johnsrud,RBT
1,0,240,160,1998,Johnsrud,RBT
1,0,200,90,1998,Johnsrud,RBT
1,0,218,115,1998,Johnsrud,RBT
1,0,184,80,1998,Johnsrud,RBT
1,0,168,60,1998,Johnsrud,RBT
1,0,170,65,1998,Johnsrud,RBT
1,0,222,120,1998,Johnsrud,RBT
1,0,186,70,1998,Johnsrud,RBT
1,0,187,70,1998,Johnsrud,RBT
1,0,170,55,1998,Johnsrud,RBT
1,0,140,40,1998,Johnsrud,RBT
1,0,144,50,1998,Johnsrud,RBT
1,0,196,70,1998,Johnsrud,RBT
1,0,196,90,1998,Johnsrud,RBT
1,0,144,35,1998,Johnsrud,RBT
1,0,142,35,1998,Johnsrud,RBT
1,0,140,30,1998,Johnsrud,RBT
1,0,178,70,1998,Johnsrud,RBT
1,0,104,20,1998,Johnsrud,RBT
1,0,102,20,1998,Johnsrud,RBT
1,0,160,40,1998,Johnsrud,RBT
1,0,340,440,1998,Johnsrud,RBT
1,0,310,310,1998,Johnsrud,RBT
1,0,300,280,1998,Johnsrud,RBT
1,0,280,280,1998,Johnsrud,RBT
1,0,251,180,1998,Johnsrud,RBT
1,0,205,95,1998,Johnsrud,RBT
1,0,208,100,1998,Johnsrud,RBT
1,0,280,230,1998,Johnsrud,RBT
1,0,320,310,1998,Johnsrud,RBT
1,0,196,80,1998,Johnsrud,RBT
1,0,370,490,1998,Johnsrud,RBT
1,0,205,80,1998,Johnsrud,RBT
1,0,282,210,1998,Johnsrud,RBT
1,0,230,120,1998,Johnsrud,RBT
1,0,210,85,1998,Johnsrud,RBT
1,0,161,50,1998,Johnsrud,RBT
1,0,190,60,1998,Johnsrud,RBT
1,0,200,70,1998,Johnsrud,RBT
1,0,140,30,1998,Johnsrud,RBT
1,0,192,70,1998,Johnsrud,RBT
1,0,200,85,1998,Johnsrud,RBT
1,0,165,70,1998,Johnsrud,RBT
1,0,146,30,1998,Johnsrud,RBT
1,0,150,70,1998,Johnsrud,RBT
1,0,164,40,1998,Johnsrud,RBT
1,0,148,30,1998,Johnsrud,RBT
1,0,140,20,1998,Johnsrud,RBT
1,0,120,15,1998,Johnsrud,RBT
1,0,121,20,1998,Johnsrud,RBT
1,0,155,40,1998,Johnsrud,RBT
1,0,121,NA,1998,Johnsrud,RBT
1,0,118,NA,1998,Johnsrud,RBT
1,0,124,NA,1998,Johnsrud,RBT
1,0,116,NA,1998,Johnsrud,RBT
1,0,110,NA,1998,Johnsrud,RBT
1,0,105,NA,1998,Johnsrud,RBT
1,0,90,NA,1998,Johnsrud,RBT
1,0,104,NA,1998,Johnsrud,RBT
1,0,132,NA,1998,Johnsrud,RBT
1,0,127,NA,1998,Johnsrud,RBT
1,0,96,NA,1998,Johnsrud,RBT
1,0,100,NA,1998,Johnsrud,RBT
1,0,125,20,1998,Johnsrud,RBT
1,0,96,15,1998,Johnsrud,RBT
1,0,116,100,1998,Johnsrud,RBT
1,0,222,105,1998,Johnsrud,RBT
1,0,240,125,1998,Johnsrud,RBT
1,0,202,90,1998,Johnsrud,RBT
1,0,220,120,1998,Johnsrud,RBT
1,0,198,80,1998,Johnsrud,RBT
1,0,225,95,1998,Johnsrud,RBT
1,0,190,80,1998,Johnsrud,RBT
1,0,250,145,1998,Johnsrud,RBT
1,0,222,125,1998,Johnsrud,RBT
1,0,225,130,1998,Johnsrud,RBT
1,0,192,70,1998,Johnsrud,RBT
1,0,170,80,1998,Johnsrud,RBT
1,0,188,70,1998,Johnsrud,RBT
1,0,203,100,1998,Johnsrud,RBT
1,0,170,60,1998,Johnsrud,RBT
1,0,84,10,1998,Johnsrud,RBT
1,0,109,15,1998,Johnsrud,RBT
2,0,116,20,1998,Johnsrud,RBT
2,0,118,20,1998,Johnsrud,RBT
2,0,123,25,1998,Johnsrud,RBT
2,0,121,30,1998,Johnsrud,RBT
2,0,180,20,1998,Johnsrud,RBT
2,0,112,18,1998,Johnsrud,RBT
2,0,110,20,1998,Johnsrud,RBT
2,0,125,20,1998,Johnsrud,RBT
2,0,128,30,1998,Johnsrud,RBT
2,0,135,30,1998,Johnsrud,RBT
2,0,142,40,1998,Johnsrud,RBT
2,0,130,25,1998,Johnsrud,RBT
2,0,118,20,1998,Johnsrud,RBT
2,0,102,20,1998,Johnsrud,RBT
2,0,120,25,1998,Johnsrud,RBT
2,0,100,20,1998,Johnsrud,RBT
2,0,104,20,1998,Johnsrud,RBT
2,0,302,295,1998,Johnsrud,RBT
2,0,405,670,1998,Johnsrud,RBT
2,0,365,460,1998,Johnsrud,RBT
2,0,335,390,1998,Johnsrud,RBT
2,0,330,340,1998,Johnsrud,RBT
2,0,335,350,1998,Johnsrud,RBT
2,0,288,260,1998,Johnsrud,RBT
2,0,231,140,1998,Johnsrud,RBT
2,0,245,180,1998,Johnsrud,RBT
2,0,232,140,1998,Johnsrud,RBT
2,0,236,150,1998,Johnsrud,RBT
2,0,210,100,1998,Johnsrud,RBT
2,0,212,120,1998,Johnsrud,RBT
2,0,192,80,1998,Johnsrud,RBT
2,0,322,360,1998,Johnsrud,RBT
2,0,272,215,1998,Johnsrud,RBT
2,0,234,140,1998,Johnsrud,RBT
2,0,224,120,1998,Johnsrud,RBT
2,0,220,110,1998,Johnsrud,RBT
2,0,230,130,1998,Johnsrud,RBT
2,0,236,150,1998,Johnsrud,RBT
2,1,224,NA,1998,Johnsrud,RBT
2,0,240,140,1998,Johnsrud,RBT
2,1,245,NA,1998,Johnsrud,RBT
2,1,234,NA,1998,Johnsrud,RBT
2,0,224,180,1998,Johnsrud,RBT
2,0,170,65,1998,Johnsrud,RBT
2,0,218,110,1998,Johnsrud,RBT
2,0,209,90,1998,Johnsrud,RBT
2,0,190,70,1998,Johnsrud,RBT
2,0,184,70,1998,Johnsrud,RBT
2,0,132,30,1998,Johnsrud,RBT
2,0,184,70,1998,Johnsrud,RBT
2,0,134,30,1998,Johnsrud,RBT
2,0,160,50,1998,Johnsrud,RBT
2,0,175,70,1998,Johnsrud,RBT
2,0,142,30,1998,Johnsrud,RBT
2,0,144,35,1998,Johnsrud,RBT
2,0,135,30,1998,Johnsrud,RBT
2,0,135,30,1998,Johnsrud,RBT
2,0,130,20,1998,Johnsrud,RBT
2,0,150,35,1998,Johnsrud,RBT
2,0,135,35,1998,Johnsrud,RBT
2,0,148,30,1998,Johnsrud,RBT
2,0,144,30,1998,Johnsrud,RBT
2,0,135,35,1998,Johnsrud,RBT
2,0,190,70,1998,Johnsrud,RBT
2,0,160,60,1998,Johnsrud,RBT
2,0,155,55,1998,Johnsrud,RBT
2,0,165,80,1998,Johnsrud,RBT
2,0,127,40,1998,Johnsrud,RBT
2,0,130,30,1998,Johnsrud,RBT
2,1,238,NA,1998,Johnsrud,RBT
2,0,202,90,1998,Johnsrud,RBT
2,0,140,30,1998,Johnsrud,RBT
2,0,138,30,1998,Johnsrud,RBT
2,0,138,30,1998,Johnsrud,RBT
2,0,145,35,1998,Johnsrud,RBT
2,0,164,40,1998,Johnsrud,RBT
2,0,105,15,1998,Johnsrud,RBT
2,0,130,30,1998,Johnsrud,RBT
2,0,135,25,1998,Johnsrud,RBT
2,0,130,30,1998,Johnsrud,RBT
2,0,122,20,1998,Johnsrud,RBT
2,0,110,15,1998,Johnsrud,RBT
2,0,130,20,1998,Johnsrud,RBT
2,0,96,10,1998,Johnsrud,RBT
2,0,104,10,1998,Johnsrud,RBT
2,0,100,10,1998,Johnsrud,RBT
2,0,109,15,1998,Johnsrud,RBT
2,0,94,10,1998,Johnsrud,RBT
2,0,85,10,1998,Johnsrud,RBT
2,0,75,5,1998,Johnsrud,RBT
2,0,236,140,1998,Johnsrud,RBT
2,1,236,NA,1998,Johnsrud,RBT
2,0,354,390,1998,Johnsrud,RBT
2,0,268,210,1998,Johnsrud,RBT
2,0,320,310,1998,Johnsrud,RBT
2,0,320,300,1998,Johnsrud,RBT
2,0,345,170,1998,Johnsrud,RBT
2,1,270,NA,1998,Johnsrud,RBT
2,0,182,65,1998,Johnsrud,RBT
2,0,235,120,1998,Johnsrud,RBT
2,0,255,200,1998,Johnsrud,RBT
2,1,253,NA,1998,Johnsrud,RBT
2,0,333,140,1998,Johnsrud,RBT
2,0,222,110,1998,Johnsrud,RBT
2,1,255,NA,1998,Johnsrud,RBT
2,0,338,140,1998,Johnsrud,RBT
2,0,175,60,1998,Johnsrud,RBT
2,0,262,180,1998,Johnsrud,RBT
2,0,172,60,1998,Johnsrud,RBT
2,0,170,60,1998,Johnsrud,RBT
2,0,160,55,1998,Johnsrud,RBT
2,0,180,60,1998,Johnsrud,RBT
2,0,130,35,1998,Johnsrud,RBT
2,0,216,100,1998,Johnsrud,RBT
2,1,262,NA,1998,Johnsrud,RBT
2,0,165,60,1998,Johnsrud,RBT
2,0,122,15,1998,Johnsrud,RBT
2,0,115,15,1998,Johnsrud,RBT
2,0,145,30,1998,Johnsrud,RBT
2,0,132,25,1998,Johnsrud,RBT
2,0,120,20,1998,Johnsrud,RBT
2,0,120,20,1998,Johnsrud,RBT
2,0,162,40,1998,Johnsrud,RBT
2,0,126,20,1998,Johnsrud,RBT
2,0,108,20,1998,Johnsrud,RBT
2,0,280,230,1998,Johnsrud,RBT
2,0,160,40,1998,Johnsrud,RBT
2,0,130,20,1998,Johnsrud,RBT
2,0,118,20,1998,Johnsrud,RBT
2,1,136,NA,1998,Johnsrud,RBT
2,0,165,60,1998,Johnsrud,RBT
2,0,222,100,1998,Johnsrud,RBT
2,0,152,40,1998,Johnsrud,RBT
2,1,148,NA,1998,Johnsrud,RBT
2,0,142,20,1998,Johnsrud,RBT
2,0,110,20,1998,Johnsrud,RBT
2,0,110,20,1998,Johnsrud,RBT
2,0,120,20,1998,Johnsrud,RBT
2,0,120,20,1998,Johnsrud,RBT
2,0,110,20,1998,Johnsrud,RBT
2,0,110,20,1998,Johnsrud,RBT
2,0,120,20,1998,Johnsrud,RBT
2,0,115,30,1998,Johnsrud,RBT
2,0,104,15,1998,Johnsrud,RBT
2,0,102,10,1998,Johnsrud,RBT
2,0,95,10,1998,Johnsrud,RBT
2,0,115,20,1998,Johnsrud,RBT
2,0,100,10,1998,Johnsrud,RBT
2,0,91,10,1998,Johnsrud,RBT
2,0,372,600,1998,Johnsrud,RBT
2,0,256,140,1998,Johnsrud,RBT
2,0,375,240,1998,Johnsrud,RBT
2,0,210,100,1998,Johnsrud,RBT
2,1,220,NA,1998,Johnsrud,RBT
2,0,202,100,1998,Johnsrud,RBT
2,0,198,100,1998,Johnsrud,RBT
2,0,222,125,1998,Johnsrud,RBT
2,0,245,180,1998,Johnsrud,RBT
2,0,242,180,1998,Johnsrud,RBT
2,0,235,160,1998,Johnsrud,RBT
2,0,225,140,1998,Johnsrud,RBT
2,0,152,60,1998,Johnsrud,RBT
2,0,210,120,1998,Johnsrud,RBT
2,0,234,150,1998,Johnsrud,RBT
2,0,248,150,1998,Johnsrud,RBT
2,0,196,110,1998,Johnsrud,RBT
2,0,166,60,1998,Johnsrud,RBT
2,0,176,70,1998,Johnsrud,RBT
2,0,141,40,1998,Johnsrud,RBT
2,1,225,NA,1998,Johnsrud,RBT
2,0,161,60,1998,Johnsrud,RBT
2,0,140,40,1998,Johnsrud,RBT
2,0,170,60,1998,Johnsrud,RBT
2,0,165,60,1998,Johnsrud,RBT
2,0,150,40,1998,Johnsrud,RBT
2,0,176,70,1998,Johnsrud,RBT
2,0,130,30,1998,Johnsrud,RBT
2,0,136,40,1998,Johnsrud,RBT
2,0,135,40,1998,Johnsrud,RBT
2,0,122,30,1998,Johnsrud,RBT
2,0,155,50,1998,Johnsrud,RBT
2,0,141,40,1998,Johnsrud,RBT
2,0,125,30,1998,Johnsrud,RBT
2,0,125,30,1998,Johnsrud,RBT
2,0,141,40,1998,Johnsrud,RBT
2,0,115,30,1998,Johnsrud,RBT
2,0,145,40,1998,Johnsrud,RBT
2,0,106,20,1998,Johnsrud,RBT
2,0,110,30,1998,Johnsrud,RBT
2,0,148,40,1998,Johnsrud,RBT
2,0,160,50,1998,Johnsrud,RBT
2,0,120,25,1998,Johnsrud,RBT
2,0,125,30,1998,Johnsrud,RBT
2,0,112,20,1998,Johnsrud,RBT
2,0,280,240,1998,Johnsrud,RBT
2,0,410,530,1998,Johnsrud,RBT
2,0,298,265,1998,Johnsrud,RBT
2,0,260,420,1998,Johnsrud,RBT
2,0,350,470,1998,Johnsrud,RBT
2,0,330,400,1998,Johnsrud,RBT
2,0,262,170,1998,Johnsrud,RBT
2,1,290,NA,1998,Johnsrud,RBT
2,1,265,NA,1998,Johnsrud,RBT
2,1,270,NA,1998,Johnsrud,RBT
2,0,280,270,1998,Johnsrud,RBT
2,1,278,NA,1998,Johnsrud,RBT
2,0,210,110,1998,Johnsrud,RBT
2,0,255,200,1998,Johnsrud,RBT
2,0,125,20,1998,Johnsrud,RBT
2,0,130,25,1998,Johnsrud,RBT
2,0,142,30,1998,Johnsrud,RBT
2,0,125,30,1998,Johnsrud,RBT
2,0,110,20,1998,Johnsrud,RBT
2,0,130,20,1998,Johnsrud,RBT
2,0,114,15,1998,Johnsrud,RBT
2,0,132,20,1998,Johnsrud,RBT
2,0,135,20,1998,Johnsrud,RBT
2,0,114,20,1998,Johnsrud,RBT
2,0,104,10,1998,Johnsrud,RBT
2,0,125,15,1998,Johnsrud,RBT
2,0,104,10,1998,Johnsrud,RBT
2,0,122,20,1998,Johnsrud,RBT
2,0,755,180,1998,Johnsrud,RBT
2,0,280,260,1998,Johnsrud,RBT
2,0,262,180,1998,Johnsrud,RBT
2,1,270,NA,1998,Johnsrud,RBT
2,0,195,95,1998,Johnsrud,RBT
2,0,220,100,1998,Johnsrud,RBT
2,0,200,80,1998,Johnsrud,RBT
2,0,202,0,1998,Johnsrud,RBT
2,0,190,75,1998,Johnsrud,RBT
2,0,192,90,1998,Johnsrud,RBT
2,0,205,100,1998,Johnsrud,RBT
2,0,202,90,1998,Johnsrud,RBT
2,0,185,80,1998,Johnsrud,RBT
2,0,202,100,1998,Johnsrud,RBT
2,0,190,75,1998,Johnsrud,RBT
2,0,193,80,1998,Johnsrud,RBT
2,0,125,30,1998,Johnsrud,RBT
2,0,138,30,1998,Johnsrud,RBT
2,0,110,20,1998,Johnsrud,RBT
2,0,130,25,1998,Johnsrud,RBT
2,0,122,20,1998,Johnsrud,RBT
2,0,122,20,1998,Johnsrud,RBT
2,0,174,70,1998,Johnsrud,RBT
2,0,220,110,1998,Johnsrud,RBT
2,0,125,30,1998,Johnsrud,RBT
2,0,150,40,1998,Johnsrud,RBT
2,0,110,20,1998,Johnsrud,RBT
2,0,135,20,1998,Johnsrud,RBT
2,0,175,50,1998,Johnsrud,RBT
2,0,120,12,1998,Johnsrud,RBT
2,0,140,30,1998,Johnsrud,RBT
2,0,130,30,1998,Johnsrud,RBT
2,0,180,60,1998,Johnsrud,RBT
2,0,150,40,1998,Johnsrud,RBT
2,0,135,20,1998,Johnsrud,RBT
2,0,220,120,1998,Johnsrud,RBT
2,0,215,120,1998,Johnsrud,RBT
2,1,191,NA,1998,Johnsrud,RBT
2,1,203,NA,1998,Johnsrud,RBT
2,0,238,140,1998,Johnsrud,RBT
2,0,181,75,1998,Johnsrud,RBT
2,0,342,370,1998,Johnsrud,RBT
2,0,215,110,1998,Johnsrud,RBT
2,0,276,190,1998,Johnsrud,RBT
2,0,203,100,1998,Johnsrud,RBT
2,0,172,40,1998,Johnsrud,RBT
2,1,162,NA,1998,Johnsrud,RBT
2,0,130,20,1998,Johnsrud,RBT
2,0,152,50,1998,Johnsrud,RBT
2,0,187,80,1998,Johnsrud,RBT
2,0,140,40,1998,Johnsrud,RBT
2,0,155,50,1998,Johnsrud,RBT
2,0,130,50,1998,Johnsrud,RBT
2,0,125,35,1998,Johnsrud,RBT
2,0,115,20,1998,Johnsrud,RBT
2,0,142,40,1998,Johnsrud,RBT
2,0,175,80,1998,Johnsrud,RBT
2,0,112,20,1998,Johnsrud,RBT
2,0,125,40,1998,Johnsrud,RBT
2,0,155,40,1998,Johnsrud,RBT
2,0,110,30,1998,Johnsrud,RBT
2,1,110,NA,1998,Johnsrud,RBT
2,0,110,15,1998,Johnsrud,RBT
2,0,125,20,1998,Johnsrud,RBT
2,0,120,20,1998,Johnsrud,RBT
2,0,118,20,1998,Johnsrud,RBT
2,0,132,25,1998,Johnsrud,RBT
2,0,130,30,1998,Johnsrud,RBT
2,0,75,NA,1998,Johnsrud,RBT
2,0,102,10,1998,Johnsrud,RBT
2,0,132,30,1998,Johnsrud,RBT
2,0,105,20,1998,Johnsrud,RBT
2,0,78,NA,1998,Johnsrud,RBT
2,0,97,10,1998,Johnsrud,RBT
1,0,358,400,2000,Johnsrud,RBT
1,0,309,290,2000,Johnsrud,RBT
1,0,302,250,2000,Johnsrud,RBT
1,0,272,210,2000,Johnsrud,RBT
1,0,284,230,2000,Johnsrud,RBT
1,0,268,180,2000,Johnsrud,RBT
1,0,280,245,2000,Johnsrud,RBT
1,0,340,380,2000,Johnsrud,RBT
1,0,267,205,2000,Johnsrud,RBT
1,0,188,80,2000,Johnsrud,RBT
1,0,115,110,2000,Johnsrud,RBT
1,0,282,220,2000,Johnsrud,RBT
1,0,215,90,2000,Johnsrud,RBT
1,0,190,80,2000,Johnsrud,RBT
1,0,200,80,2000,Johnsrud,RBT
1,0,185,70,2000,Johnsrud,RBT
1,0,290,220,2000,Johnsrud,RBT
1,0,205,100,2000,Johnsrud,RBT
1,0,208,90,2000,Johnsrud,RBT
1,0,178,60,2000,Johnsrud,RBT
1,0,155,50,2000,Johnsrud,RBT
1,0,160,45,2000,Johnsrud,RBT
1,0,208,70,2000,Johnsrud,RBT
1,0,165,50,2000,Johnsrud,RBT
1,0,165,50,2000,Johnsrud,RBT
1,0,232,140,2000,Johnsrud,RBT
1,0,190,80,2000,Johnsrud,RBT
1,0,148,30,2000,Johnsrud,RBT
1,0,200,80,2000,Johnsrud,RBT
1,0,142,40,2000,Johnsrud,RBT
1,0,185,70,2000,Johnsrud,RBT
1,0,155,40,2000,Johnsrud,RBT
1,0,200,80,2000,Johnsrud,RBT
1,0,120,20,2000,Johnsrud,RBT
1,0,103,20,2000,Johnsrud,RBT
1,0,160,40,2000,Johnsrud,RBT
1,0,102,20,2000,Johnsrud,RBT
1,0,80,15,2000,Johnsrud,RBT
1,0,295,270,2000,Johnsrud,RBT
1,0,190,60,2000,Johnsrud,RBT
1,0,365,490,2000,Johnsrud,RBT
1,0,310,290,2000,Johnsrud,RBT
1,0,250,140,2000,Johnsrud,RBT
1,0,370,430,2000,Johnsrud,RBT
1,0,260,150,2000,Johnsrud,RBT
1,0,230,120,2000,Johnsrud,RBT
1,0,290,250,2000,Johnsrud,RBT
1,0,276,210,2000,Johnsrud,RBT
1,0,333,340,2000,Johnsrud,RBT
1,0,315,290,2000,Johnsrud,RBT
1,0,280,225,2000,Johnsrud,RBT
1,0,200,90,2000,Johnsrud,RBT
1,0,230,120,2000,Johnsrud,RBT
1,0,230,120,2000,Johnsrud,RBT
1,0,225,120,2000,Johnsrud,RBT
1,0,220,90,2000,Johnsrud,RBT
1,0,262,180,2000,Johnsrud,RBT
1,0,215,120,2000,Johnsrud,RBT
1,0,238,170,2000,Johnsrud,RBT
1,0,225,100,2000,Johnsrud,RBT
1,0,190,80,2000,Johnsrud,RBT
1,0,210,100,2000,Johnsrud,RBT
1,0,242,140,2000,Johnsrud,RBT
1,0,192,220,2000,Johnsrud,RBT
1,0,202,100,2000,Johnsrud,RBT
1,0,202,90,2000,Johnsrud,RBT
1,0,265,190,2000,Johnsrud,RBT
1,0,180,70,2000,Johnsrud,RBT
1,0,185,60,2000,Johnsrud,RBT
1,0,186,60,2000,Johnsrud,RBT
1,0,195,70,2000,Johnsrud,RBT
1,0,197,70,2000,Johnsrud,RBT
1,0,218,110,2000,Johnsrud,RBT
1,0,210,95,2000,Johnsrud,RBT
1,0,215,90,2000,Johnsrud,RBT
1,0,186,70,2000,Johnsrud,RBT
1,0,225,100,2000,Johnsrud,RBT
1,0,205,90,2000,Johnsrud,RBT
1,0,198,80,2000,Johnsrud,RBT
1,0,180,80,2000,Johnsrud,RBT
1,0,198,90,2000,Johnsrud,RBT
1,0,190,70,2000,Johnsrud,RBT
1,0,188,70,2000,Johnsrud,RBT
1,0,190,70,2000,Johnsrud,RBT
1,0,208,90,2000,Johnsrud,RBT
1,0,210,90,2000,Johnsrud,RBT
1,0,228,110,2000,Johnsrud,RBT
1,0,188,70,2000,Johnsrud,RBT
1,0,188,75,2000,Johnsrud,RBT
1,0,182,60,2000,Johnsrud,RBT
1,0,200,70,2000,Johnsrud,RBT
1,0,185,70,2000,Johnsrud,RBT
1,0,201,80,2000,Johnsrud,RBT
1,0,207,90,2000,Johnsrud,RBT
1,0,178,65,2000,Johnsrud,RBT
1,0,172,55,2000,Johnsrud,RBT
1,0,212,95,2000,Johnsrud,RBT
1,0,200,80,2000,Johnsrud,RBT
1,0,222,100,2000,Johnsrud,RBT
1,0,190,80,2000,Johnsrud,RBT
1,0,206,90,2000,Johnsrud,RBT
1,0,264,180,2000,Johnsrud,RBT
1,0,168,50,2000,Johnsrud,RBT
1,0,186,60,2000,Johnsrud,RBT
1,0,172,55,2000,Johnsrud,RBT
1,0,160,40,2000,Johnsrud,RBT
1,0,160,40,2000,Johnsrud,RBT
1,0,200,70,2000,Johnsrud,RBT
1,0,158,40,2000,Johnsrud,RBT
1,0,160,35,2000,Johnsrud,RBT
1,0,170,50,2000,Johnsrud,RBT
1,0,99,15,2000,Johnsrud,RBT
1,0,95,10,2000,Johnsrud,RBT
1,0,102,10,2000,Johnsrud,RBT
1,0,90,10,2000,Johnsrud,RBT
1,0,108,10,2000,Johnsrud,RBT
1,0,102,15,2000,Johnsrud,RBT
1,0,123,15,2000,Johnsrud,RBT
1,0,80,10,2000,Johnsrud,RBT
1,0,370,425,2000,Johnsrud,RBT
1,0,35,440,2000,Johnsrud,RBT
1,0,300,250,2000,Johnsrud,RBT
1,0,348,440,2000,Johnsrud,RBT
1,0,312,330,2000,Johnsrud,RBT
1,0,288,220,2000,Johnsrud,RBT
1,0,315,300,2000,Johnsrud,RBT
1,0,302,300,2000,Johnsrud,RBT
1,0,410,560,2000,Johnsrud,RBT
1,0,318,320,2000,Johnsrud,RBT
1,0,268,210,2000,Johnsrud,RBT
1,0,352,390,2000,Johnsrud,RBT
1,0,288,280,2000,Johnsrud,RBT
1,0,300,240,2000,Johnsrud,RBT
1,0,320,290,2000,Johnsrud,RBT
1,0,258,190,2000,Johnsrud,RBT
1,0,225,100,2000,Johnsrud,RBT
1,0,215,90,2000,Johnsrud,RBT
1,0,190,70,2000,Johnsrud,RBT
1,0,218,100,2000,Johnsrud,RBT
1,0,240,140,2000,Johnsrud,RBT
1,0,340,100,2000,Johnsrud,RBT
1,0,200,85,2000,Johnsrud,RBT
1,0,182,60,2000,Johnsrud,RBT
1,0,205,80,2000,Johnsrud,RBT
1,0,215,100,2000,Johnsrud,RBT
1,0,205,90,2000,Johnsrud,RBT
1,0,180,60,2000,Johnsrud,RBT
1,0,205,80,2000,Johnsrud,RBT
1,0,210,90,2000,Johnsrud,RBT
1,0,210,95,2000,Johnsrud,RBT
1,0,190,90,2000,Johnsrud,RBT
1,0,190,70,2000,Johnsrud,RBT
1,0,182,60,2000,Johnsrud,RBT
1,0,180,60,2000,Johnsrud,RBT
1,0,183,70,2000,Johnsrud,RBT
1,0,182,60,2000,Johnsrud,RBT
1,0,190,65,2000,Johnsrud,RBT
1,0,225,120,2000,Johnsrud,RBT
1,0,172,60,2000,Johnsrud,RBT
1,0,190,75,2000,Johnsrud,RBT
1,0,208,90,2000,Johnsrud,RBT
1,0,235,130,2000,Johnsrud,RBT
1,0,212,100,2000,Johnsrud,RBT
1,0,204,90,2000,Johnsrud,RBT
1,0,175,60,2000,Johnsrud,RBT
1,0,205,80,2000,Johnsrud,RBT
1,0,182,70,2000,Johnsrud,RBT
1,0,185,70,2000,Johnsrud,RBT
1,0,165,50,2000,Johnsrud,RBT
1,0,134,30,2000,Johnsrud,RBT
1,0,200,90,2000,Johnsrud,RBT
1,0,142,30,2000,Johnsrud,RBT
1,0,140,30,2000,Johnsrud,RBT
1,0,137,35,2000,Johnsrud,RBT
1,0,155,40,2000,Johnsrud,RBT
1,0,156,40,2000,Johnsrud,RBT
1,0,156,45,2000,Johnsrud,RBT
1,0,105,20,2000,Johnsrud,RBT
1,0,144,35,2000,Johnsrud,RBT
1,0,155,40,2000,Johnsrud,RBT
1,0,132,30,2000,Johnsrud,RBT
1,0,420,600,2000,Johnsrud,RBT
1,0,345,360,2000,Johnsrud,RBT
1,0,362,400,2000,Johnsrud,RBT
1,0,318,300,2000,Johnsrud,RBT
1,0,350,410,2000,Johnsrud,RBT
1,0,342,415,2000,Johnsrud,RBT
1,0,350,420,2000,Johnsrud,RBT
1,0,332,310,2000,Johnsrud,RBT
1,0,298,270,2000,Johnsrud,RBT
1,0,280,200,2000,Johnsrud,RBT
1,0,320,360,2000,Johnsrud,RBT
1,0,270,260,2000,Johnsrud,RBT
1,0,335,340,2000,Johnsrud,RBT
1,0,410,640,2000,Johnsrud,RBT
1,0,380,500,2000,Johnsrud,RBT
1,0,375,440,2000,Johnsrud,RBT
1,0,318,340,2000,Johnsrud,RBT
1,0,306,250,2000,Johnsrud,RBT
1,0,325,270,2000,Johnsrud,RBT
1,0,260,160,2000,Johnsrud,RBT
1,0,298,260,2000,Johnsrud,RBT
1,0,260,170,2000,Johnsrud,RBT
1,0,260,180,2000,Johnsrud,RBT
1,0,240,130,2000,Johnsrud,RBT
1,0,268,190,2000,Johnsrud,RBT
1,0,232,125,2000,Johnsrud,RBT
1,0,225,110,2000,Johnsrud,RBT
1,0,288,240,2000,Johnsrud,RBT
1,0,270,190,2000,Johnsrud,RBT
1,0,255,140,2000,Johnsrud,RBT
1,0,228,105,2000,Johnsrud,RBT
1,0,245,150,2000,Johnsrud,RBT
